residence	user_id	imei	company	ssn	registration	birthdate	current_location	name	mail	job	username
	689	3590433799317661719	Howard-Higgins	354-43-0408	03 Jan 2024		(Decimal('54.626843'), Decimal('25.279344'))	Jason Smith	zhoward@hotmail.com		anthonyharrison
"3613 Valenzuela Creek
Andersonburgh, PR 32212"	1069	359043379931766908	Swanson-Stokes	114-10-1879	08 Aug 2018	1970-11-11	(Decimal('31.649431'), Decimal('25.554048'))	Samuel Chambers	christopher76@yahoo.com		jgreen
"4350 Brittany Squares
Sophiatown, OR 10394"	2318	3590433799317661263	Craig Group	089-50-1833	2020/02/14		(Decimal('69.7956425'), Decimal('43.608856'))	Christopher Allen	rogerssarah@hotmail.com		jameswright
	2029	8630330696303481545	Williams Group	832-35-4437	10 Feb 2023	1938-07-24	(Decimal('26.5091245'), Decimal('-85.159042'))	Sharon Barker	millerlisa@yahoo.com		oliviamills
	1202	8630330696303481867	Briggs-Anderson	664-84-6010	29 May 2024	1945-02-27	(Decimal('-51.5634865'), Decimal('-45.286764'))	Debbie Medina	sharoncummings@hotmail.com		zgreen
"605 Smith Port
Christopherport, WA 31662"	911	3590433799317661669	Castillo Inc	240-15-9680	09/17/2024, 00:00:00	1973-08-23	(Decimal('-25.540072'), Decimal('172.326102'))	Linda Manning	taylorjake@gmail.com	Animal technologist	jamiechaney
	2088	3590433799317661461	Thomas-Hunter	026-17-2447	2020-05-07	1922-08-15	(Decimal('76.3102025'), Decimal('30.508293'))	Hannah Merritt	hudsoncynthia@hotmail.com	Oceanographer	brandonthornton
"PSC 7334, Box 0830
APO AE 89784"	1638	8630330696303481248	Price-Meyer	620-85-0821	2024-06-01		(Decimal('79.342706'), Decimal('-4.268724'))	Chelsea Coleman	silvakatie@yahoo.com		fvillarreal
	1252	8630330696303481891	Brown, Chen and Allen	321-35-6171	27 Jan 2019	2000-01-19	(Decimal('75.953644'), Decimal('-169.002319'))	Jim Perez	kelly98@yahoo.com		bryanspencer
"4501 Barbara Ridges
South Edward, SC 61643"	1482	3590433799317661800	Olson-Dougherty	497-27-5332	05/16/2024, 00:00:00	2012-07-12	(Decimal('37.625632'), Decimal('137.517210'))	Stephen Russell	nathanoconnor@gmail.com		jenniferbeck
	1999	8630330696303482220	Golden Group	540-63-5788	13 May 2023		(Decimal('-35.462354'), Decimal('144.907738'))	Timothy Padilla	daniel60@yahoo.com	Investment banker, corporate	dhubbard
	166	8630330696303482196	Kramer-Francis	642-96-5714	2018/12/24		(Decimal('3.5903935'), Decimal('59.122766'))	Glenn Martinez	michelle85@hotmail.com		richard45
"495 Morris Squares
Davishaven, MA 97223"	1497	3590433799317661123	Alexander-Ramos	011-88-0519	2022-11-27	1960-05-01	(Decimal('-58.192040'), Decimal('-17.658355'))	William Nelson	ffreeman@hotmail.com	Secretary/administrator	laurafarmer
	173	3590433799317662436	Le-Wu	530-51-6248	12/15/2018, 00:00:00	1996-10-21	(Decimal('-55.6196165'), Decimal('78.942765'))	Stacey Villa	zmorales@gmail.com		brettcrawford
"4813 Cooper Courts
Dakotaland, OR 35300"	1493	8630330696303482295	Brown-Kennedy	462-24-4501	2023/03/06		(Decimal('-30.5474395'), Decimal('-62.756436'))	Colleen Brown	juan96@gmail.com		patrickblackburn
	2519	8630330696303481842	Lawrence-Hernandez	158-63-8534	03/11/2022, 00:00:00	2009-08-22	(Decimal('-69.509372'), Decimal('-39.765204'))	Kristin Kirk	christianvargas@hotmail.com		john79
	1471	3590433799317661198	Smith Group	887-67-2582	2020-10-15	1981-06-14	(Decimal('16.0191765'), Decimal('-157.649368'))	Steven Rodriguez	jonathanolsen@gmail.com		wryan
	2356	8630330696303481586	Quinn-Baker	637-50-7432	31 Mar 2021	1938-08-22	(Decimal('-81.012853'), Decimal('-69.804723'))	Amanda Romero	patriciawatson@gmail.com		ruizelizabeth
	2332	3590433799317661933	Fritz, Frye and Richardson	178-38-5406	16 Jul 2024	1925-02-01	(Decimal('16.119909'), Decimal('89.785764'))	Christina Hill	stephanie48@yahoo.com		victor14
"379 Vasquez Plains Suite 096
Diazview, GA 40928"	1251	8630330696303481651	Ortega, Holt and Lam	252-72-4697	09 Sep 2022	1958-12-16	(Decimal('-10.2859555'), Decimal('169.914574'))	Jose Russell	wgordon@gmail.com		kyleserrano
	1756	359043379931766411	Brown-Mullins	841-23-5951	10/14/2022, 00:00:00	2020-12-15	(Decimal('-0.9392225'), Decimal('148.424476'))	Charles Baker	xsmith@hotmail.com		qandrade
	1197	3590433799317661792	Mason, Haney and Elliott	414-23-9603	2021-12-24		(Decimal('-68.1876225'), Decimal('79.210027'))	Mr. Ryan Thornton	rubenprice@yahoo.com		ztyler
"543 Montes Rest Suite 860
Laurabury, MI 36500"	1196	359043379931766395	Nicholson-Shelton	034-33-4568	2023-05-21		(Decimal('-61.124341'), Decimal('-97.569591'))	Ricardo Miranda	tiffanysmith@yahoo.com		elizabethanderson
	1083	3590433799317661503	Conway, Morales and Espinoza	005-46-2137	2021-10-10	1938-07-31	(Decimal('17.5000565'), Decimal('-49.101988'))	Micheal Mcgee	jennifer09@yahoo.com		hwilliams
"76906 Gutierrez Camp
Loweryview, CO 88675"	2182	3590433799317661685	Knight LLC	078-50-9582	2021/11/06		(Decimal('-47.696882'), Decimal('-140.208140'))	Christopher Robbins	nicoleperry@gmail.com		jasonaustin
	318	359043379931766627	Green Group	601-49-0933	12/13/2020, 00:00:00	2017-01-23	(Decimal('42.3179685'), Decimal('-10.944141'))	Karen Wolf	joseph08@yahoo.com	Quarry manager	darrell34
	2526	3590433799317661172	Smith LLC	613-53-6722	10/17/2020, 00:00:00		(Decimal('10.3860565'), Decimal('23.383857'))	William Snow	eddiealvarado@hotmail.com		tpierce
	1846	8630330696303481305	Tate-Gonzalez	798-25-5438	2019-08-28	1973-03-29	(Decimal('-26.909923'), Decimal('107.835142'))	Alicia Hodges	zle@hotmail.com	Pilot, airline	leroy63
	2378	359043379931766973	Stephens Inc	872-04-2522	12 May 2018		(Decimal('42.040237'), Decimal('75.827647'))	Joshua Martin	randyfoley@gmail.com	Media buyer	kaitlinmoyer
"693 Daniel Trail Suite 077
Lake Michaelburgh, GA 82456"	89	3590433799317661552	Henson-Howard	888-85-1630	2024-04-08	1919-03-27	(Decimal('75.608282'), Decimal('33.543627'))	Kelly Smith	susanwoods@yahoo.com	Politician's assistant	zlopez
	2018	359043379931766718	Jenkins Ltd	896-10-6906	2022-03-03		(Decimal('29.5396645'), Decimal('-143.559514'))	Catherine Jones	thomas93@yahoo.com		jamessexton
	470	3590433799317661487	Wilson and Sons	033-83-6610	2022-02-13	1958-11-21	(Decimal('5.564236'), Decimal('92.068342'))	Maria Curtis	beth48@hotmail.com		holtjennifer
	802	8630330696303481990	Kemp, Armstrong and Taylor	357-15-9353	2020/08/12	1974-12-26	(Decimal('-83.1183285'), Decimal('-17.887474'))	Alicia Hernandez	darlene74@gmail.com	Scientist, physiological	nburke
	134	3590433799317662485	Anderson, Taylor and Brown	882-72-4431	20 Dec 2019	1952-09-17	(Decimal('58.7828125'), Decimal('-171.508441'))	Curtis Hart	adriennesingleton@yahoo.com		xwells
"428 Joshua Ways
Jessicamouth, VA 62496"	2430	863033069630348677	Nelson-Boyd	339-64-7436	2021-12-27	2019-04-25	(Decimal('-26.5224095'), Decimal('145.718860'))	Elizabeth Webb	barry15@yahoo.com		walkersandra
	2500	3590433799317661370	Green-Warren	025-42-5057	01/12/2021, 00:00:00		(Decimal('2.2539005'), Decimal('-87.330034'))	Jennifer Huang	janet59@hotmail.com	English as a foreign language teacher	kruegererika
"21264 Hughes Oval Apt. 763
Riceberg, SC 80504"	2030	3590433799317662212	Hodges, Martin and Jones	822-44-5896	08/11/2019, 00:00:00	1919-01-21	(Decimal('64.777530'), Decimal('63.008932'))	Allen Sullivan	ethomas@yahoo.com		jonespamela
	1864	359043379931766429	Richardson-Garrison	581-38-8709	2018/02/03		(Decimal('9.9580175'), Decimal('170.969273'))	Elizabeth Phillips	hoovershirley@gmail.com		laura09
	598	359043379931766577	Hunter-Craig	687-12-0643	18 Mar 2019	1936-04-06	(Decimal('19.1473845'), Decimal('-134.893459'))	Gina Flores	uwaters@yahoo.com		btorres
	436	863033069630348966	Norman Ltd	102-14-3525	10/18/2021, 00:00:00	1924-01-23	(Decimal('85.2292275'), Decimal('-156.243006'))	Mrs. Monica Barnett	benjamintorres@gmail.com	Solicitor, Scotland	gcowan
"54904 Larry Station
Port Brittneyshire, IA 34010"	1185	3590433799317661545	Grant-Armstrong	411-95-8634	08 Jul 2022		(Decimal('-68.5124465'), Decimal('174.358092'))	Alexis Lewis	kyle19@gmail.com		whitestacy
"3788 Michael Canyon Suite 778
Lake Keithchester, UT 38487"	1609	359043379931766775	Benson Inc	274-77-0157	2020-01-17		(Decimal('-49.5947225'), Decimal('-73.541036'))	Andrea Beltran	benjamin72@hotmail.com		nathanfarley
	500	863033069630348735	Montoya, French and Garza	796-14-0902	2021/04/21	2011-10-12	(Decimal('-63.5653055'), Decimal('179.238069'))	Diana Hicks	paula04@gmail.com		victoria48
	2009	8630330696303482493	Baird, Edwards and Perry	012-28-5800	2021/10/06		(Decimal('-79.500479'), Decimal('-159.759635'))	Nicole Howe	greeneeric@gmail.com		igray
	1810	863033069630348867	Simpson Inc	499-95-0404	04/20/2019, 00:00:00	1993-10-19	(Decimal('-59.9472385'), Decimal('136.331788'))	Kristy Smith	brownterry@hotmail.com		ccobb
"95845 Hart Stream Suite 332
North Ruth, NY 66737"	1708	359043379931766874	Jordan, Rubio and Alvarez	673-97-7113	2021/01/20		(Decimal('-3.3775755'), Decimal('152.188896'))	Lucas Garcia	ricemelissa@yahoo.com		warnereric
"Unit 6814 Box 0904
DPO AA 08498"	453	8630330696303481354	Norris-Rowe	637-42-0228	2017-11-11		(Decimal('-57.635195'), Decimal('-116.622430'))	Vanessa Wheeler	austin65@hotmail.com		chad85
	1199	359043379931766668	Hester Inc	609-49-2108	2019/06/06		(Decimal('8.418822'), Decimal('-69.064631'))	Taylor Chavez	qmata@yahoo.com		jamesfrazier
	1139	3590433799317661826	Rodriguez and Sons	221-79-6318	2024/09/07	1942-07-20	(Decimal('-1.159106'), Decimal('-116.750730'))	Christopher Olson	simmonspaige@hotmail.com		mary31
"651 Garcia Via Apt. 317
Lake Wayneside, IA 61954"	2253	8630330696303482386	Johnson-Harper	064-33-1302	2018-01-19	1946-08-26	(Decimal('-40.316140'), Decimal('-27.759856'))	Michael Ferguson	hughesstephen@gmail.com	Journalist, magazine	susanolsen
"345 Gina Skyway Apt. 989
Erinstad, ID 98636"	692	8630330696303481164	Kim Group	572-49-3788	2023-08-25	1967-08-10	(Decimal('16.735808'), Decimal('53.494529'))	Andrew Pruitt	andrew45@gmail.com		ymooney
	1106	8630330696303481883	Lee PLC	056-64-4826	2020/07/09		(Decimal('-84.9913925'), Decimal('-46.219259'))	Christian Mueller	parkerkatie@hotmail.com		janice17
	2373	8630330696303482162	Miller, Mitchell and Boyd	361-53-5043	09 Oct 2019	2011-08-09	(Decimal('14.4434035'), Decimal('27.067713'))	Brandi Preston	emilypeters@gmail.com		andrew33
"84823 Williams Pike Suite 932
New Robert, VT 43009"	1591	3590433799317662154	Davis-Lewis	538-65-4709	2021/09/30	1932-04-24	(Decimal('-10.495085'), Decimal('-168.576117'))	Ann Tapia	eric51@yahoo.com		yglover
"61394 Webster Well
North Josephfurt, KS 11315"	1321	863033069630348735	Blake Group	550-24-5767	20 Oct 2020	1989-09-21	(Decimal('-65.996162'), Decimal('-53.246136'))	Patricia Taylor	ghernandez@yahoo.com		richardsonstephanie
	153	8630330696303481008	Chung-Myers	897-09-8699	01/30/2020, 00:00:00		(Decimal('13.406778'), Decimal('43.979301'))	Francisco Myers	sreeves@gmail.com		justinlopez
	1802	3590433799317662352	Small-Lee	710-74-4286	2021/07/16	1913-06-01	(Decimal('-32.1953815'), Decimal('-13.630477'))	Anna Mays	juanwolfe@gmail.com		cheyennecole
	244	359043379931766718	Willis-Nguyen	526-97-0757	09/14/2023, 00:00:00	2007-12-14	(Decimal('4.692769'), Decimal('63.103949'))	Devin Avila	elizabeth47@hotmail.com		daniel61
	369	359043379931766981	Moses-Murphy	518-92-5301	2019/02/14	1969-08-19	(Decimal('3.0525435'), Decimal('-87.519546'))	Alexander Hubbard	dawn49@yahoo.com	Designer, jewellery	qbyrd
"1112 Jennifer Place
South Stefaniefort, FL 19246"	1681	3590433799317661404	Jones-West	324-05-4145	2018-02-09		(Decimal('-64.2368865'), Decimal('-88.023480'))	Michael Cruz	ohahn@yahoo.com	Nutritional therapist	esnyder
	2	359043379931766387	Mcdaniel-Lee	781-37-9520	2019/11/10		(Decimal('-65.198004'), Decimal('-30.582494'))	Crystal Johnson	vthompson@gmail.com	Event organiser	michaellittle
"66461 Gregory Knolls Suite 647
Port Susanport, VA 66016"	568	8630330696303481131	Wiggins-Anderson	793-58-4710	2018-06-27	1944-10-02	(Decimal('71.8779545'), Decimal('-12.324604'))	Kelly Rodriguez	holmeslarry@gmail.com		kellimurray
"1715 John Inlet Apt. 671
Jamesshire, WY 05815"	814	8630330696303481057	Shelton LLC	018-70-0041	05 Jan 2023	1929-05-01	(Decimal('75.0335765'), Decimal('-83.292121'))	Travis Estrada	lesterbrian@yahoo.com		maryatkinson
	761	359043379931766320	Christensen-Winters	562-95-8334	2021/09/17	1916-02-17	(Decimal('-30.881169'), Decimal('-98.482423'))	Melissa Charles	nicholsonbetty@gmail.com		john53
	1248	359043379931766668	Warren-Pitts	532-95-0274	2020/04/09		(Decimal('44.1089385'), Decimal('21.229897'))	Susan Phillips	teresalopez@gmail.com	Air cabin crew	crawfordjeffrey
"11383 Cooper Ford Suite 901
Kirbyfurt, VA 48028"	443	8630330696303481008	Miller, Ayers and Bell	352-88-1264	04 May 2021	1997-04-01	(Decimal('-18.611590'), Decimal('-68.754688'))	Mikayla Flores	shannon00@gmail.com		dawsontheresa
	259	359043379931766890	Villarreal Ltd	444-96-9569	06 Jul 2021	1944-05-31	(Decimal('22.3478595'), Decimal('136.170986'))	Robert Weiss	teresagarner@hotmail.com	Teacher, music	pearsonrenee
"1706 Flowers Forest Suite 944
Gordonberg, IN 24689"	1351	863033069630348289	Fischer LLC	739-64-4826	04/09/2019, 00:00:00		(Decimal('-24.6834525'), Decimal('97.054574'))	Thomas Brown	cpratt@yahoo.com	Designer, industrial/product	khamilton
	444	359043379931766254	Harris Group	233-47-0333	2019/10/12		(Decimal('-27.5351385'), Decimal('109.935311'))	William Goodman	gatesmelissa@yahoo.com		gcontreras
	217	8630330696303481479	Esparza PLC	183-89-6856	02/20/2022, 00:00:00		(Decimal('-84.178532'), Decimal('-60.105615'))	Philip Davidson	esantana@gmail.com		amandasantiago
	1346	863033069630348131	Simmons, Bryant and Wells	076-87-5142	04/15/2020, 00:00:00	1989-02-26	(Decimal('84.1693995'), Decimal('164.053160'))	Taylor Ward	floresmeagan@hotmail.com		timothymclean
	1221	8630330696303481230	Reilly Inc	890-61-3409	08/17/2020, 00:00:00	1929-05-20	(Decimal('56.9325455'), Decimal('76.475916'))	Kimberly Allen	hendersonanthony@yahoo.com		joshuamartinez
"97342 Rice Shore Suite 474
Justinport, MH 63409"	575	8630330696303481313	Farley-Martin	011-17-8539	07 Jul 2024	1994-06-25	(Decimal('73.644362'), Decimal('-5.596025'))	James Freeman	kevincallahan@gmail.com		sweeneymatthew
	222	863033069630348487	Liu, Johnston and Medina	893-48-3072	04/12/2018, 00:00:00	1985-09-29	(Decimal('5.0715865'), Decimal('-172.815033'))	Jennifer Turner	wmclaughlin@hotmail.com		uwilliams
	1882	359043379931766684	Mays, Thomas and Ross	183-39-3240	2023/05/01		(Decimal('38.536635'), Decimal('-132.515664'))	Casey Burch	uking@gmail.com	Sports development officer	aboone
	714	3590433799317661438	Osborne-Mendez	769-92-9100	30 May 2020	1923-11-24	(Decimal('42.1497835'), Decimal('-74.555405'))	Zachary Ward	leebrenda@hotmail.com	Podiatrist	nking
	2040	3590433799317661438	Hall Group	723-74-2134	2021/05/23	1946-12-28	(Decimal('34.4976215'), Decimal('-68.860390'))	Elizabeth Fry	brownalicia@gmail.com	Human resources officer	roseblair
	1352	863033069630348008	Mcdonald, Robbins and Conley	800-71-8951	2023/05/21	2011-12-09	(Decimal('17.200659'), Decimal('-12.072425'))	Penny Davis	torresjason@yahoo.com		kent77
	906	3590433799317661586	Mckenzie-Scott	463-39-9688	04/08/2018, 00:00:00		(Decimal('-20.231558'), Decimal('-9.548012'))	Rachel Cunningham	kgarcia@hotmail.com	Broadcast presenter	joel39
	781	8630330696303481644	Frazier-Harrison	543-83-4233	03/17/2018, 00:00:00	2021-08-28	(Decimal('-5.252099'), Decimal('90.510476'))	Jennifer Martinez	jimmy21@hotmail.com		tiffany86
"29451 Davenport Isle Apt. 399
Jacquelineside, WI 35987"	1446	8630330696303481891	Nelson-Watson	474-13-2283	28 Aug 2024	2019-01-30	(Decimal('81.0652965'), Decimal('-45.737456'))	Larry Morris	joneskathleen@gmail.com	Diagnostic radiographer	rholmes
	2408	3590433799317661529	Robbins-Morris	715-28-2255	11/01/2017, 00:00:00	1942-01-13	(Decimal('-4.1799555'), Decimal('-64.937626'))	Terry Moran	mfranco@hotmail.com	Lawyer	gregory21
"92671 Cole Springs
Acostatown, AS 77296"	1528	8630330696303482238	Baldwin, Phillips and Poole	535-95-9760	2017-10-05		(Decimal('31.792001'), Decimal('164.307035'))	Calvin Schwartz	joelelliott@hotmail.com		taylorgina
"Unit 6520 Box 6182
DPO AE 15531"	2444	3590433799317661446	Jones LLC	226-94-2800	09/09/2020, 00:00:00		(Decimal('48.461465'), Decimal('133.936428'))	Cindy Ross	jsteele@yahoo.com		rogersalec
"Unit 6775 Box 9240
DPO AE 51825"	370	3590433799317661420	Stevens, Johnson and Rodriguez	809-92-8803	05/29/2020, 00:00:00		(Decimal('88.5260115'), Decimal('94.451632'))	Alejandro Hill	vhall@yahoo.com	Therapist, occupational	taylorhutchinson
	813	8630330696303481958	Day, Chang and Rivera	495-96-2525	2019/06/23	2014-10-18	(Decimal('14.693737'), Decimal('-65.311499'))	Sean Parrish	kgross@hotmail.com		david02
"55754 Adams Mill
North Ruben, TN 53387"	1967	863033069630348594	Ayers and Sons	662-82-2500	2020-10-21		(Decimal('82.8268355'), Decimal('-156.496498'))	Jorge Jensen	plee@hotmail.com		amandaknight
	1329	3590433799317662451	Johnson Group	654-45-6566	10/15/2020, 00:00:00	2024-03-11	(Decimal('58.2196535'), Decimal('-117.632830'))	Jason Sellers	irwinpaul@yahoo.com	Meteorologist	brandonorozco
	851	359043379931766163	Johnson-Rogers	328-11-8526	2023-06-17		(Decimal('11.575153'), Decimal('166.106323'))	Abigail Hill	elizabethbrock@yahoo.com	Psychotherapist, dance movement	lisergio
"239 Michael Forge
Lewismouth, SC 95206"	1756	863033069630348420	Farrell, Potter and Martinez	646-95-1160	13 Jun 2018		(Decimal('84.509983'), Decimal('-78.203901'))	Alexander Hess	brenda86@gmail.com		johnsonjeanne
"46751 Hernandez Lock Suite 716
East Shawn, PR 09771"	840	8630330696303481636	Rice, Harris and Lowe	487-69-7718	2019-11-01	1963-03-03	(Decimal('-75.589710'), Decimal('126.723065'))	Tonya York	reynoldsjoseph@yahoo.com		mlopez
"PSC 9611, Box 6220
APO AA 22571"	763	3590433799317661271	Frazier and Sons	361-11-4525	2017-12-28	1942-11-23	(Decimal('-71.6540135'), Decimal('73.972468'))	Mrs. Sandra Crawford	heather69@yahoo.com	Visual merchandiser	john17
	1855	863033069630348065	Vasquez-Parker	678-83-3660	2018-03-14		(Decimal('58.568173'), Decimal('88.021489'))	Latoya Howard	ffisher@gmail.com		shepherdlaura
	221	359043379931766205	Martin PLC	655-22-6853	04/28/2019, 00:00:00	2008-11-21	(Decimal('-41.497774'), Decimal('1.821509'))	Veronica Simmons	thomasjoshua@gmail.com		guzmanmary
"Unit 6515 Box 9635
DPO AA 58130"	1130	3590433799317661032	Simpson, Nelson and Blankenship	245-12-4225	2023/11/08	1974-12-18	(Decimal('-71.0991665'), Decimal('-3.950445'))	Victoria Johnson	kenneth41@gmail.com	Fast food restaurant manager	matthew27
"PSC 4273, Box 9572
APO AP 57907"	1293	8630330696303481941	Adams, Garcia and Mercado	390-04-2617	06 Apr 2018		(Decimal('-75.576676'), Decimal('-137.688085'))	Leslie Scott	harrisdaniel@hotmail.com	Designer, textile	cisnerosmeghan
	205	3590433799317662238	Jones-Barnes	890-47-2118	2022/12/27	1938-04-30	(Decimal('-41.7236795'), Decimal('158.042657'))	Paul Simmons	keith81@gmail.com		davidsonbryan
	1118	8630330696303481214	Smith PLC	721-69-0730	2024/07/16	1975-08-19	(Decimal('-9.3124965'), Decimal('-165.671920'))	Daniel Harmon	samantha70@hotmail.com		esmith
"500 Bates Path
South Mike, ID 52772"	1351	863033069630348628	Brown, Miranda and Woods	314-09-7463	06/28/2021, 00:00:00	1983-01-16	(Decimal('-2.977209'), Decimal('48.895032'))	Ryan Gilmore	noah72@yahoo.com		kristine53
	59	863033069630348834	James, Stewart and Foster	250-19-9474	09/30/2021, 00:00:00	1949-02-10	(Decimal('-22.2146965'), Decimal('112.282211'))	Jennifer Garcia	amymoore@hotmail.com		collinsgregory
	257	3590433799317662394	Peterson-Conner	236-16-4278	01 May 2022		(Decimal('-75.512054'), Decimal('-157.499186'))	Robert Becker	michelle90@yahoo.com		cpalmer
	2236	8630330696303481818	Day, Baker and Mason	341-57-2116	23 Nov 2021			Jeremiah White	qsmith@hotmail.com		millermatthew
	1134	8630330696303481313	Davis-Kim	342-64-4473	11/02/2021, 00:00:00	1979-08-18	(Decimal('-55.4045455'), Decimal('119.070139'))	Katelyn Benson	rubenhanson@hotmail.com	Food technologist	rodriguezalison
	1706	359043379931766296	Garcia-Perkins	538-89-6732	2019/05/30	1994-10-19	(Decimal('73.4266445'), Decimal('-146.464923'))	Julie Horn	zgarcia@yahoo.com		smartinez
